"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/18/2021","CVS","CVS/PHARMACY #08532 800-746-7287 IA","14.02","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/17/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","95.55","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/16/2021","Pilot Travel Center","PILOT 00009134 ALTOONA IA","7.47","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/16/2021","Pilot Travel Center","PILOT 00009134 ALTOONA IA","31.00","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/16/2021","TRAMPLED BY TURTLE DES MOINES IA","SQ *TRAMPLED BY TURTLE DES MOINES IA","30.00","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/16/2021","CVS","CVS/SPECIALTY 800-250-9631 PA","2728.10","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/16/2021","Pilot Travel Center","PILOT 00009134 ALTOONA IA","3.52","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/16/2021","WILCOWORLD.NET DES MOINES IA","SQ *WILCOWORLD.NET DES MOINES IA","30.00","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/15/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","16.87","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/15/2021","MCGRATH POWERSPORTS CEDAR RAPIDS IA","MCGRATH POWERSPORTS CEDAR RAPIDS IA","427.27","debit","Service & Parts","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/15/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","55.61","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/15/2021","Amazon","AMAZON PRIME*2G3ET5MX0 AMZN.COM/BILLWA","6.41","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/14/2021","INTEREST CHARGE ON PURCHASES","INTEREST CHARGE ON PURCHASES","45.89","debit","Finance Charge","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/14/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","34.95","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/14/2021","PCI NEUROLOGY CEDAR RAPIDS IA","PCI NEUROLOGY CEDAR RAPIDS IA","170.00","debit","Doctor","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/13/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","30.16","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/13/2021","Dollar General","DOLLAR-GENERAL #9141 CEDAR RAPIDS IA","8.03","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/13/2021","Wal-Mart","WALMART.COM 800-966-6546 BENTONVILLE AR , Walmart.Com Purchase","36.94","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/13/2021","transfer Paid (Cash)","Electronic Funds Transfer Paid (Cash)","8000.00","debit","Investments","JOINT WROS - TOD","",""
"9/12/2021","Hy-Vee","HY-VEE CEDAR RAPIDS 10 CEDAR RAPIDS IA","51.00","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/11/2021","Hobby Lobby","HOBBY LOBBY #619 CEDAR RAPIDS IA","33.92","debit","Hobbies","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/11/2021","Menard","MENARDS MARION IA MARION IA","107.95","debit","Home Improvement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/11/2021","Home Goods","HOMEGOODS #0663 CEDAR RAPIDS IA","47.06","debit","Furnishings","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/11/2021","Domino's Pizza","DOMINO'S 1765 503-565-4394 IA","21.37","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/11/2021","PATPAT COM 4029357733 CA","PAYPAL *PATPAT COM 4029357733 CA","61.43","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/10/2021","Ancestry.com","ANC*ANCESTRY.COM 800-2623787 UT","35.48","debit","Hobbies","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/10/2021","Jimmy John's","JIMMY JOHNS - 602 CEDAR RAPIDS IA","19.85","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/10/2021","YOUTUBE TV 650-253-0000 CA","GOOGLE *YOUTUBE TV 650-253-0000 CA","69.54","debit","Television","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/10/2021","RGP*SPRING-GREEN LAWN 319-4494483 IA (Cash)","DEBIT CARD PURCHASE RGP*SPRING-GREEN LAWN 319-4494483 IA09082124906417V3RWJJ (Cash)","87.74","debit","Investments","JOINT WROS - TOD","",""
"9/10/2021","DIVIDEND RECEIVED OTIS WORLDWIDE CORP COM (OTIS) (Cash)","DIVIDEND RECEIVED OTIS WORLDWIDE CORP COM (OTIS) (Cash)","6.96","credit","Dividend & Cap Gains","INDIVIDUAL - TOD","",""
"9/09/2021","BILLS BROS FREIGHT SAL CEDAR RAPIDS IA","BILLS BROS FREIGHT SAL CEDAR RAPIDS IA","65.20","debit","Furnishings","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/09/2021","CVS","CVS/SPECIALTY 800-250-9631 PA","1081.64","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/09/2021","Treasures","SQ *TREASURES QUALITY CEDAR RAPIDS IA","24.00","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/09/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","3.20","debit","Electronics & Software","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/09/2021","PILOT 00010926 CEDAR RAPIDS IA (Cash)","DEBIT CARD PURCHASE PILOT 00010926 CEDAR RAPIDS IA09062124164077SA35GF (Cash)","20.63","debit","Investments","JOINT WROS - TOD","",""
"9/09/2021","WIRE TRANSFER FROM BANK (Cash)","WIRE TRANSFER FROM BANK (Cash)","12750.00","credit","Investments","JOINT WROS - TOD","",""
"9/09/2021","DIVIDEND RECEIVED RAYTHEON TECHNOLOGIES CORP COM (RTX) (Cash)","DIVIDEND RECEIVED RAYTHEON TECHNOLOGIES CORP COM (RTX) (Cash)","29.78","credit","Dividend & Cap Gains","INDIVIDUAL - TOD","",""
"9/08/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASE","211.05","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/08/2021","HAOBAI HAOBAI 4029357733 CA","PAYPAL *HAOBAI HAOBAI 4029357733 CA","37.82","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/08/2021","State Farm","STATE FARM INSURANCE 8009566310 IL","161.72","debit","Auto Insurance","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/08/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","10.58","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/08/2021","SIDEDEAL.COM CARROLLTON TX","SIDEDEAL.COM CARROLLTON TX","25.05","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/08/2021","CVS","CVS/PHARMACY #08532 800-746-7287 IA","14.33","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/08/2021","YOU SOLD STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","YOU SOLD STRATEGIC ADVISERS LARGE CAP FUND (FALCX) (Cash)","2586.94","credit","Investments","ROLLOVER IRA","",""
"9/08/2021","YOU SOLD STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","YOU SOLD STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","2436.38","credit","Investments","ROLLOVER IRA","",""
"9/08/2021","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","YOU BOUGHT PROSPECTUS UNDER SEPARATE COVER STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","9861.50","debit","Investments","ROLLOVER IRA","",""
"9/08/2021","YOU SOLD STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","YOU SOLD STRATEGIC ADVISERS INTERNATIONAL FUND (FILFX) (Cash)","3697.73","credit","Investments","ROLLOVER IRA","",""
"9/08/2021","YOU SOLD FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","YOU SOLD FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","2555.58","credit","Investments","ROLLOVER IRA","",""
"9/08/2021","YOU SOLD STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","YOU SOLD STRATEGIC ADVISERS EMERGING MARKETS (FSAMX) (Cash)","1382.89","credit","Investments","ROLLOVER IRA","",""
"9/08/2021","POS1600 WM SUPERCENTER CEDAR RAPIDS IA09062124251317SF6JVL (Cash)","DEBIT CARD PURCHASE POS1600 WM SUPERCENTER CEDAR RAPIDS IA09062124251317SF6JVL (Cash)","9.00","debit","Investments","JOINT WROS - TOD","",""
"9/08/2021","SAMS CLUB PAYMENT (Cash)","DIRECT DEBIT SAMS CLUB PAYMENT (Cash)","82.00","debit","Investments","JOINT WROS - TOD","",""
"9/08/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA09042124251317SF6JVL (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA09042124251317SF6JVL (Cash)","81.00","debit","Investments","JOINT WROS - TOD","",""
"9/08/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA09052124251317SF6JVL (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA09052124251317SF6JVL (Cash)","57.75","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","AUTOMATIC PAYMENT - THANK YOU","AUTOMATIC PAYMENT - THANK YOU","82.00","credit","Credit Card Payment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/07/2021","STUFF ETC - CEDAR RAPI CEDAR RAPIDS IA09022124761477N0VYDR (Cash)","DEBIT CARD PURCHASE STUFF ETC - CEDAR RAPI CEDAR RAPIDS IA09022124761477N0VYDR (Cash)","6.41","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","RILEY'S CAFE CEDAR RAPIDS IA09022124055227M5STZS (Cash)","DEBIT CARD PURCHASE RILEY'S CAFE CEDAR RAPIDS IA09022124055227M5STZS (Cash)","46.60","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","GOODWILL INDUSTRIES CEDAR RAPIDS IA09022124269757MS66J4 (Cash)","DEBIT CARD PURCHASE GOODWILL INDUSTRIES CEDAR RAPIDS IA09022124269757MS66J4 (Cash)","16.00","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","SHAG - CEDAR RAPIDS CEDAR RAPIDS IA09022124207857N9EFTE (Cash)","DEBIT CARD PURCHASE SHAG - CEDAR RAPIDS CEDAR RAPIDS IA09022124207857N9EFTE (Cash)","3.20","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","THE SALVATION ARMY 060 CEDAR RAPIDS IA09022124755427NJNAS9 (Cash)","DEBIT CARD PURCHASE THE SALVATION ARMY 060 CEDAR RAPIDS IA09022124755427NJNAS9 (Cash)","25.93","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","CASEYS GEN STORE 2782 CEDAR RAPIDS IA09022124445007N8PTRD (Cash)","DEBIT CARD PURCHASE CASEYS GEN STORE 2782 CEDAR RAPIDS IA09022124445007N8PTRD (Cash)","10.52","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","CASH ADVANCE ATM6661 3349 MT VERNON CEDAR RAPIDS IA09022174251317N06GSS (Cash)","CASH ADVANCE ATM6661 3349 MT VERNON CEDAR RAPIDS IA09022174251317N06GSS (Cash)","63.50","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","JOENSY'S RESTAURANT CEDAR RAPIDS IA09012124239007MS66DF (Cash)","DEBIT CARD PURCHASE JOENSY'S RESTAURANT CEDAR RAPIDS IA09012124239007MS66DF (Cash)","17.97","debit","Investments","JOINT WROS - TOD","",""
"9/07/2021","ADJUST FEE CHARGED ATM FEE REBATE (Cash)","ADJUST FEE CHARGED ATM FEE REBATE (Cash)","3.50","credit","ATM Fee","JOINT WROS - TOD","",""
"9/06/2021","Dollar General","DOLLAR-GENERAL #9141 CEDAR RAPIDS IA","7.49","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/04/2021","Wal-Mart","WALMART.COM 800-966-6546 BENTONVILLE AR","68.48","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/03/2021","Amazon","AMAZON.COM*2514E0KL0 AMZN.COM/BILLWA","148.73","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/03/2021","LONG-TERM CAP GAIN FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","LONG-TERM CAP GAIN FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","0.39","credit","Investments","ROLLOVER IRA","",""
"9/03/2021","SHORT-TERM CAP GAIN FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","SHORT-TERM CAP GAIN FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","18.30","credit","Investments","ROLLOVER IRA","",""
"9/03/2021","DIVIDEND RECEIVED FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","DIVIDEND RECEIVED FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","1098.11","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"9/03/2021","REINVESTMENT FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","REINVESTMENT FIDELITY SAI INFLATION FOCUSED FD (FIFGX) (Cash)","1116.80","debit","Investments","ROLLOVER IRA","",""
"9/03/2021","ALLEE SALON AND SP Fairfax IA09012124692167L2XN0L (Cash)","DEBIT CARD PURCHASE SQ *ALLEE SALON AND SP Fairfax IA09012124692167L2XN0L (Cash)","171.20","debit","Investments","JOINT WROS - TOD","",""
"9/03/2021","POS1360 VON MAUR LINDA CEDAR RAPIDS IA09022124251317MF6JVK (Cash)","DEBIT CARD PURCHASE POS1360 VON MAUR LINDA CEDAR RAPIDS IA09022124251317MF6JVK (Cash)","13.91","debit","Investments","JOINT WROS - TOD","",""
"9/02/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","7.85","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/02/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","14.64","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/02/2021","Maurices","MAURICE'S #55 CEDAR RAPIDS IA","51.25","debit","Clothing","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/02/2021","POS8532 CVS/PHARMACY # Cedar Rapids IA08312124251317LF6JVK (Cash)","DEBIT CARD PURCHASE POS8532 CVS/PHARMACY # Cedar Rapids IA08312124251317LF6JVK (Cash)","10.96","debit","Investments","JOINT WROS - TOD","",""
"9/02/2021","POS35EC THE STATIO CEDAR RAPIDS IA09012124251317LF6JVK (Cash)","DEBIT CARD PURCHASE POS35EC THE STATIO CEDAR RAPIDS IA09012124251317LF6JVK (Cash)","35.29","debit","Investments","JOINT WROS - TOD","",""
"9/02/2021","GOODWILL INDUSTRIES CEDAR RAPIDS IA08312124269757KS66K3 (Cash)","DEBIT CARD PURCHASE GOODWILL INDUSTRIES CEDAR RAPIDS IA08312124269757KS66K3 (Cash)","27.10","debit","Investments","JOINT WROS - TOD","",""
"9/01/2021","Sam's Club","SAMS CLUB.COM 006279 BENTONVILLE AR SAM'S/WAL-MART PURCHASES","74.70","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/01/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.42","debit","Vacation","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"9/01/2021","Amazon","AMZN MKTP US*258D73QU1 AMZN.COM/BILLWA","26.74","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/31/2021","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","REINVESTMENT STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","20.32","debit","Investments","ROLLOVER IRA","",""
"8/31/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","603.84","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"8/31/2021","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.08","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"8/31/2021","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","REINVESTMENT STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","111.63","debit","Investments","ROLLOVER IRA","",""
"8/31/2021","DIVIDEND RECEIVED FIDELITY SAI US TREASURY BOND INDEX (FUTBX) (Cash)","DIVIDEND RECEIVED FIDELITY SAI US TREASURY BOND INDEX (FUTBX) (Cash)","3.78","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"8/31/2021","REINVESTMENT STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","REINVESTMENT STRATEGIC ADVISERS CORE INCOME FUND (FPCIX) (Cash)","603.84","debit","Investments","ROLLOVER IRA","",""
"8/31/2021","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.08","debit","Investments","ROLLOVER IRA","",""
"8/31/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS SHORT DURATION FUND (FAUDX) (Cash)","20.32","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"8/31/2021","REINVESTMENT FIDELITY SAI US TREASURY BOND INDEX (FUTBX) (Cash)","REINVESTMENT FIDELITY SAI US TREASURY BOND INDEX (FUTBX) (Cash)","3.78","debit","Investments","ROLLOVER IRA","",""
"8/31/2021","DIVIDEND RECEIVED STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","DIVIDEND RECEIVED STRATEGIC ADVISERS INCOME OPPORTUNITIES (FPIOX) (Cash)","111.63","credit","Dividend & Cap Gains","ROLLOVER IRA","",""
"8/31/2021","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.07","credit","Dividend & Cap Gains","JOINT WROS - TOD","",""
"8/31/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA08282124251317JF6JVJ (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA08282124251317JF6JVJ (Cash)","53.57","debit","Investments","JOINT WROS - TOD","",""
"8/31/2021","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.07","debit","Investments","JOINT WROS - TOD","",""
"8/31/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA08282124251317JF6JVJ (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA08282124251317JF6JVJ (Cash)","10.70","debit","Investments","JOINT WROS - TOD","",""
"8/30/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.42","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/30/2021","FSP*NORTH LIBERTY SELF NORTH LIBERTYIA","FSP*NORTH LIBERTY SELF NORTH LIBERTYIA","140.98","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/30/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","7.79","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/29/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.42","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/28/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","167.13","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/28/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.42","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/27/2021","Phillips 66","PHILLIPS 66 - FAST BRE IOWA CITY IA","7.35","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/27/2021","MUSICIANS PRO SHOP AND IOWA CITY IA","MUSICIANS PRO SHOP AND IOWA CITY IA","164.66","debit","Music","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/27/2021","CASH ADVANCE COLLINS COMMUNITY CRED CEDAR RAPIDS IA08242174656277D0VZ8B (Cash)","CASH ADVANCE COLLINS COMMUNITY CRED CEDAR RAPIDS IA08242174656277D0VZ8B (Cash)","500.00","debit","Investments","JOINT WROS - TOD","",""
"8/26/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA08242124251317DF6JVG (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA08242124251317DF6JVG (Cash)","110.42","debit","Investments","JOINT WROS - TOD","",""
"8/25/2021","Burger King","BURGER KING #6971 Q07 CEDAR RAPIDS IA","5.02","debit","Fast Food","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","Southwest Airlines","SOUTHWES 5261424997263 800-435-9792 TX","671.20","debit","Air Travel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","State Farm","STATE FARM INSURANCE 8009566310 IL","38.16","debit","Auto Insurance","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","9.70","debit","Entertainment","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","311.32","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","Sam's Club","SAM'S CLUB 008162 CEDAR RAPIDS IA SAM'S/WAL-MART PURCHASES","30.63","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","Fas. Mart","FAS MART 5149 CEDAR RAPIDS IA","7.78","debit","Groceries","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","Southwest Airlines","SOUTHWES 5269899165312 800-435-9792 TX","80.00","debit","Air Travel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","WORDPRESS RWABLPMWQW SAN FRANCISCOCA","WORDPRESS RWABLPMWQW SAN FRANCISCOCA","18.00","debit","Restaurants","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/25/2021","transfer Paid (Cash)","Electronic Funds Transfer Paid (Cash)","2500.00","debit","Investments","JOINT WROS - TOD","",""
"8/24/2021","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","TOBACCOOUTLET500005603 CEDAR RAPIDS IA","7.15","debit","Vacation","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/24/2021","Dollar General","DOLLAR-GENERAL #9141 CEDAR RAPIDS IA","7.49","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/24/2021","CVS","CVS/PHARMACY #08532 CEDAR RAPIDS IA","4.00","debit","Pharmacy","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/24/2021","POS9999 CVS/PHARMACY # Cedar Rapids IA08222124251317BF6JVG (Cash)","DEBIT CARD PURCHASE POS9999 CVS/PHARMACY # Cedar Rapids IA08222124251317BF6JVG (Cash)","21.67","debit","Investments","JOINT WROS - TOD","",""
"8/23/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","20.35","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/23/2021","Casey's","CASEYS GEN STORE 2772 CEDAR RAPIDS IA","7.84","debit","Gas & Fuel","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/23/2021","Amazon","AMZN MKTP US*2D6YI6YW1 AMZN.COM/BILLWA","26.72","debit","Shopping","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
"8/23/2021","POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA081921242513178F6JVF (Cash)","DEBIT CARD PURCHASE POS9999 HY-VEE CEDAR R CEDAR RAPIDS IA081921242513178F6JVF (Cash)","13.04","debit","Investments","JOINT WROS - TOD","",""
"8/23/2021","POS8532 CVS/PHARMACY # Cedar Rapids IA081921242513178F6JVF (Cash)","DEBIT CARD PURCHASE POS8532 CVS/PHARMACY # Cedar Rapids IA081921242513178F6JVF (Cash)","4.53","debit","Investments","JOINT WROS - TOD","",""
"8/23/2021","CASEYS GEN STORE 2772 CEDAR RAPIDS IA0818212444500778PRGJ (Cash)","DEBIT CARD PURCHASE CASEYS GEN STORE 2772 CEDAR RAPIDS IA0818212444500778PRGJ (Cash)","22.96","debit","Investments","JOINT WROS - TOD","",""
"8/22/2021","Menard","MENARDS MARION IA MARION IA","15.97","debit","Home Improvement","Sam's Club&amp;#XX4; World Elite Mastercard&amp;#174;","",""
